roost_site,latitude_s,longitude_e,researchers_present,collection_date,net_night,bat_species,sampleid,ORIGINAL,bartonella_E1,bartonella_E2,bartonella_E3,bartonella_E4,bartonella_E5,bartonella_Ew,bartonella_new1,bartonella_Ra1,gltA_ying,nuoG_chris,old_bart,chris_bart,sample_type,source,bartonella_precense_absence,PCR_markers_tested_bartonella,confirmed_by_sequencing,age_by_tooth,cc,tooth_type,,tag_color,tag_side,unique_tag_id,full_tag_description,recap,previous_id1,previous_id2,previous_id3,previous_id4,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,check_hair_clip,check_wing_biop,bat_flies,meglastreblidae,fleas,mites,ticks,check_urine,feces_utm,throat_utm,feces_microbiome,serum_vol_ul,plasma_vol_ul,rna_protect_vol_ul,check_slides_thick,check_slides_thin,check_blood_filter,performed_tooth_extraction,toothwear,temperature_notes,additional_notes,performed_anesthesia,drugs_lidocaine,drugs_metacam_ml,drugs_la_200_ml,duration_extraction_min,anesthesia_notes,necropsy,liver_rna_later,spleen_rna_later,kidney_rna_later,brain_rna_later,liver_plain,spleen_plain,kidney_plain,brain_plain,liver_aluminum,gonads_aluminum,brain_aluminum,intestines_aluminum,teeth,tooth_type,blood_bka_quantity_ul,duplicate_id,
Ankarana_Cathedral,-12.952901,49.046885,"SG, AA",05-11-19,2,Eidolon dupreanum,CAT037,CAT037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,NL,no,no,NA,NA,318,21.3,135.1,65,28.6,10.7,9.8,yes,1,3,0,0,1,0,1,1,1,0,500,150,200,1,2,yes,yes,heavy,NA,"no SERB, WBC insead",NA,yes,0.025,0.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Cathedral,-12.952901,49.046885,"SG, AA",05-11-19,2,Eidolon dupreanum,CAT035,CAT035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,296,22.8,133,62,29.5,12.5,14.1,yes,1,0,0,0,3,6,0,1,1,0,500,150,250,1,2,yes,yes,mild,NA,scooped high urine volume,NA,yes,0.025,0.4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Cathedral,-12.952901,49.046885,"SG, AA",05-11-19,2,Eidolon dupreanum,CAT034,CAT034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,956000005671061_956000009382720,956000005671061; 956000009382720,no,NA,NA,NA,NA,male,A,no,no,NA,NA,293,23,131.1,63.3,27.5,15.1,10.6,yes,1,5,0,0,3,2,0,1,1,0,450,150,200,1,2,yes,yes,mild,NA,accidentally PIT tagged twice ,NA,yes,0.025,0.4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU145,ROU145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,male,A,no,no,NA,NA,58,11.89,71.6,35.5,13.4,6.7,8.2,yes,1,7,0,0,0,0,1,1,1,0,450,150,60,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU147,ROU147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,62,11.65,74.5,34.6,15.2,5.1,3.6,yes,1,6,0,0,3,0,2,1,1,0,400,0,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,07-11-19,1,Rousettus madagascariensis,ROU160,ROU160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,52,11.21,70.9,33.8,14.6,3.4,2.4,yes,1,2,0,0,4,1,1,1,1,0,350,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU153,ROU153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,51,11.56,69.4,33.5,10.6,4.4,3.8,yes,1,2,0,0,5,0,0,1,1,0,450,200,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU151,ROU151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,69,12.05,78.4,38.1,18.3,8.6,6.8,yes,1,8,0,0,6,10,1,1,1,0,250,400,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,07-11-19,1,Rousettus madagascariensis,ROU161,ROU161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,male,A,no,no,NA,NA,51,11.18,71,34.2,12.9,small,small,yes,1,1,0,1,13,1,1,1,1,0,350,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU152,ROU152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,P,no,no,NA,NA,52,11.26,69.7,33,12.1,4,2.3,yes,1,8,0,1,5,4,0,1,1,0,200,0,40,1,2,yes,no,mild,NA,miscarriage in garaba--twins--froze fetus in plain eppendorf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU149,ROU149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,male,A,no,no,NA,NA,65,12.17,78.7,38.2,12.7,7,6.8,yes,1,0,1,0,8,4,0,1,1,0,450,0,40,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU157,ROU157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,P,no,no,NA,NA,60,11.41,68.6,31.7,13,4.9,4.4,yes,1,3,0,0,6,1,0,1,1,0,350,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU144,ROU144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,59,11.93,72.8,34.2,11.7,4.7,2.6,yes,1,5,0,0,14,0,0,1,1,0,300,125,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU156,ROU156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,P,no,no,NA,NA,58,11.83,69.2,32.8,13.4,2.8,3.8,yes,1,2,0,0,5,7,0,1,1,0,300,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU159,ROU159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,NL,no,no,NA,NA,48,11.76,71.4,32.1,10.6,1,3.3,yes,1,2,0,0,4,0,0,1,1,0,350,150,80,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU155,ROU155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,57,12.42,75.2,35.8,14.1,5.6,6.9,yes,1,4,0,0,2,2,0,1,1,0,350,100,80,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU143,ROU143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,male,A,no,no,NA,NA,53,11.09,74.6,34.8,11.5,5.7,6.6,yes,1,7,0,0,0,2,1,1,1,0,400,125,40,1,2,yes,no,mild,NA,scooped lots of urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,07-11-19,1,Rousettus madagascariensis,ROU163,ROU163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,47,11.07,71.3,31.9,12.4,small,small,yes,1,3,0,0,6,1,0,1,1,0,400,150,80,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU158,ROU158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,42,11.21,72,33.9,14,receded,receded,yes,1,2,0,0,2,0,0,1,1,0,300,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU150,ROU150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,P,no,no,NA,NA,55,10.8,73.2,35.4,11.9,4.5,3.1,yes,1,3,0,0,0,0,1,1,1,0,400,0,60,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU154,ROU154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,P,yes,no,NA,NA,44,10.3,68,32.2,10.4,1,2.6,yes,1,4,0,0,4,5,0,1,1,0,400,200,100,1,2,yes,no,mild,NA,"miscarriage in garaba, froze fetus in plain eppendorf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU148,ROU148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,53,10.59,70.5,32.2,10.5,2.5,1.8,yes,1,5,0,0,1,3,1,1,1,0,600,200,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU146,ROU146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,J,no,no,NA,NA,50,10.47,72.3,32.7,12.5,small,small,yes,1,14,0,0,0,5,0,1,1,0,250,0,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,"SG, AA",07-11-19,1,Rousettus madagascariensis,ROU142,ROU142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,57,10.93,71.7,32.4,9.4,4.4,3.2,yes,1,10,0,0,2,1,1,1,1,0,250,0,40,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU172,ROU172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,P,no,no,NA,NA,62,10.97,73,33.6,11.6,4.6,4.3,yes,1,11,0,0,4,1,0,1,1,0,300,0,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU171,ROU171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,male,A,no,no,NA,NA,63,12.09,71.8,34.1,14,7,7.4,yes,1,7,0,0,2,0,0,1,1,0,400,150,50,1,2,yes,no,mild,NA,no SERB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU165,ROU165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,male,A,no,no,NA,NA,49,11.08,70.1,32.4,13.4,small,small,yes,1,6,0,1,3,0,0,1,1,0,450,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU164,ROU164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,55,11.31,73.4,34.4,12.8,1,3.2,yes,1,7,0,2,6,0,1,1,1,0,350,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,1,Rousettus madagascariensis,ROU162,ROU162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,male,J,no,no,NA,NA,40,9.6,68.3,31.2,10.8,small,small,yes,1,5,0,0,3,1,1,1,1,0,250,0,50,1,2,yes,no,mild,NA,"no SERB, Eidolon RNA protect vial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU166,ROU166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,P,no,no,NA,NA,61,10.87,70.2,33.4,13.8,4.8,3.7,yes,1,2,0,0,3,0,0,1,1,0,400,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU167,ROU167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,P,no,no,NA,NA,52,11.22,69.2,33.2,12.6,3.2,2.1,yes,1,3,1,7,7,2,1,1,1,0,400,100,80,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU173,ROU173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,53,10.59,71.4,37.5,12.7,small,small,yes,1,6,0,0,3,4,1,1,1,0,475,175,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU168,ROU168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,P,no,no,NA,NA,56,10.66,69.8,32,12.9,3.3,1.2,yes,1,2,0,8,4,0,1,1,1,0,400,100,80,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU169,ROU169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,71,10.59,73,34.3,9.6,3.6,3.7,yes,1,8,0,0,2,0,1,1,1,0,375,150,125,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ankarana_Canyon,-12.9435,49.0555,NA,08-11-19,2,Rousettus madagascariensis,ROU170,ROU170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,NA,NA,NA,NA,NA,female,NL,no,no,NA,NA,61,11.37,74.4,33.6,16.2,4.7,5.6,yes,1,3,0,0,1,0,0,1,1,0,350,0,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ546(duplicatedsampleID),MIZ546(duplicatedsampleID),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,J,no,no,NA,NA,70,10.21,68.5,34.6,12.3,5.7,4.2,yes,1,2,0,0,1,0,0,1,1,0,350,0,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ544,MIZ544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,120,11.27,73.1,36,9.7,10.5,7.8,yes,1,1,0,0,2,1,0,1,1,0,150,0,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ554,MIZ554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,P,no,no,NA,NA,67,10.86,70.7,32.5,13.5,5.2,3.6,yes,1,9,0,4,25,0,0,1,1,0,400,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ557,MIZ557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,67,12.4,75.7,35.6,12.4,9.2,7.2,yes,1,9,0,1,3,0,0,1,1,0,450,200,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ549(duplicatedsampleID),MIZ549(duplicatedsampleID),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,75,11.38,69.8,34.4,10.7,12.5,7.1,yes,1,10,0,2,4,0,0,1,1,0,500,150,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ559,MIZ559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ592,NA,NA,NA,male,A,no,no,NA,NA,65,12.08,69.8,31.3,11.6,8.3,7.7,yes,1,2,3,0,21,0,0,1,1,0,500,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
